ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,currency,funding_entity,page_id,page_name,spend_lower,spend_upper,adlib_id,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper,ad_snapshot_url,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Unknown,Ústí nad Labem Region,Vysočina Region,Zlín Region
2021-05-21,Katolický kněz a tehdejší tajemník kardinála Duky Milan Badal byl moudrý muž. Podle mě jsou jeho slova pravdivá. Co myslíte Vy?,NA,NA,NA,2021-05-22,2021-05-23,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,215395353497864,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=215395353497864&access_token={access_token},0.009276,0.005036,0.007951,0.019878,0.050358,0.117943,0.156639,0.045852,0.068646,0.057514,0.088259,0.140737,0.116883,0.112908,5.3e-4,NA,NA,7.95e-4,5.3e-4,2.65e-4,NA,NA,0.100529,0.042857,0.03545,0.05,0.139947,0.07381,0.04709,0.055026,0.100794,0.051323,0.113757,NA,0.092328,0.038095,0.058995
2021-05-21,"Dnes jsem pozval do Sněmovny moc milou návštěvu - paní Zadinovou z Humpolce s rodinou, což jsou výherci soutěže “Česko nezlob se a běž volit SPD” z jarního čísla novin SPD Na vlastní oči. Děkuji všem čtenářům a přeji ať se vám ve všem daří",NA,NA,NA,2021-05-21,2021-05-23,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,1389349351441670,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=1389349351441670&access_token={access_token},NA,0.005364,0.008187,0.020892,0.045737,0.08611,0.123659,NA,0.131564,0.11039,0.104178,0.140316,0.105025,0.118012,NA,2.82e-4,2.82e-4,NA,NA,NA,NA,NA,0.102295,0.048739,0.036271,0.056107,0.136299,0.062341,0.043922,0.05809,0.086427,0.051856,0.112496,NA,0.103995,0.041371,0.05979
2021-05-21,"Hnutí SPD odmítá tzv. Zelený úděl EU, uhlíkovou ideologii a nesmyslný způsob boje proti CO2, který likviduje naši ekonomiku.",NA,NA,NA,2021-05-22,2021-05-23,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,1994227747382565,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=1994227747382565&access_token={access_token},0.041171,0.016129,0.007216,0.019525,0.037351,0.070034,0.099321,0.066638,0.110781,0.082767,0.089134,0.125212,0.115874,0.112479,0.002971,0.001273,NA,4.24e-4,NA,0.001273,4.24e-4,NA,0.108806,0.044877,0.03768,0.049111,0.125318,0.058002,0.046994,0.059272,0.099069,0.056308,0.108806,NA,0.11558,0.04149,0.048688
2021-05-21,"Bojujme s virem, ne s lidmi! www.spd.cz",NA,NA,NA,2021-05-21,2021-05-23,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,571265883853153,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=571265883853153&access_token={access_token},NA,0.004198,0.011335,0.042401,0.101175,0.151134,0.125105,NA,0.027288,0.049958,0.105793,0.172544,0.123426,0.083963,NA,NA,NA,NA,0.001259,4.2e-4,NA,NA,0.089845,0.0514,0.041789,0.046803,0.153364,0.070623,0.040117,0.0514,0.089845,0.053071,0.101546,NA,0.122023,0.03552,0.052654
2021-05-21,"Tak to je síla. Poslanec koalice SPOLU a TOP09 Dominik Feri se prý měl podle mnoha  svědectví dožadovat sexu s mnohými studentkami a obtěžovat je nevhodnými návrhy k sexu či je například nutit k felaci. Někteří pak dokonce tvrdí, že Feri kladl sexuální nátlak i na dívky na středních školách, kam Feri častokrát zavítal v rámci přednášek. Na dotazy médií, aby se k těmto velmi závažným obviněním vyjádřil, Feri nereaguje... Vyzývám poslance Feriho, aby přestal mlčet, a aby se k těmto velmi závažným informacím veřejně vyjádřil.",parlamentnilisty.cz,"Zatímco poslanec Dominik Feri v Brně odstartoval předvolební kampaň koalice SPOLU představením programu pro mladé, po sociálních sítích se více než jeho vystoupení řeší vypjaté diskuse obsahující údajná svědectví, která popisují, že se měl Feri dožadovat sexu s mnohými...","Feri má problém. Zničující skandál, nebo pomluva? Mlčení možná skončí",2021-05-22,2021-05-23,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,315680943254834,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=315680943254834&access_token={access_token},0.009057,0.014409,0.00494,0.009881,0.041993,0.135447,0.233841,0.009057,0.025113,0.032935,0.05599,0.113215,0.146562,0.165089,4.12e-4,NA,NA,NA,8.23e-4,NA,0.001235,NA,0.106982,0.049408,0.031441,0.037975,0.132299,0.066558,0.045325,0.050225,0.113924,0.054716,0.119641,NA,0.102491,0.038383,0.050633
2021-05-21,"Jsme kolonií západu. Ukazuje to i výše průměrné mzdy v ČR ve srovnání se západem. Podle posledních průzkumů činila v roce 2020 průměrná mzda v Česku 34 835 korun, v Německu 103 tisíc korun a v Rakousku 115 tisíc korun. V rámci EU patříme i k zemím s nejnižší minimální mzdou, která činí 15 200 korun. I na Slovensku či v Polsku je minimální mzda okolo 18 tisíc korun… Západ a nadnárodní korporace z nás mají jenom montovnu a odběratele pro své výrobky, které jsou mnohdy méně kvalitní ve srovnání s tím, co prodávají na západě… Hnutí SPD podporuje růst mezd a zdanění nadnárodních korporací.

Někteří lidé se mě ptají, v čem se liší nové hnutí Trikolóra Václava Klause mladšího od našeho hnutí SDP. Těch věcí je poměrně dost. Podstatnou věcí například je, že zatímco hnutí SPD podporuje zvyšování minimální mzdy, hnutí Trikolóra chce minimální mzdu úplně zrušit! Nadnárodní korporace by pak do naší země přivezly další a další zahraniční pracovníky, kteří jsou ochotní pracovat za mnohem nižší mzdy než čeští občané. Někteří čeští občané by tak přišli o práci a vznikl by zde celkový tlak na snížení mezd. To je pro SPD nepřijatelné!

Trikolóra má zrušení minimální mzdy přímo ve svém programu, řekl na tiskové konferenci Václav Klaus mladší. Hnutí Trikolóra tedy zrušením minimální mzdy de facto prosazuje, aby někteří lidé pracovali za mnohem méně, než je 15 tisíc korun hrubého měsíčně. Pracovník má ale podle nás právo na spravedlivou mzdu. Podle nás je 15 tisíc hrubého málo a podporujeme zvýšení. ;-) Hnutí SPD prosazuje společnost, která je spravedlivá, sociální a solidární – a to jak k zaměstnancům, tak i k podnikatelům.

Hnutí SPD zastává názor, že již nyní jsou v České republice velmi nízké mzdy často nastavené nadnárodními korporacemi a čeští občané ve srovnání s pracovníky z Německa často pracují za almužnu. Zrušení již tak nízké minimální mzdy by podle nás vedlo k celkovému snížení mezd. Nadnárodní korporace by do naší země přivezly další a další zahraniční pracovníky, kteří jsou ochotní pracovat za mnohem nižší mzdy než čeští občané. Někteří čeští občané by tak přišli o práci a vznikl by zde celkový tlak na snížení mezd. Rumunsko a Bulharsko jsou v EU, pracovníci z těchto zemí tak mohou zahltit náš pracovní trh. Může vzrůst i tlak na příchod legálních i nelegálních pracovníků ze zemí mimo EU jako Ukrajina, ale i z dalších.

Již nyní dřou čeští lidé za pakatel a zrušení minimální mzdy by platy českým občanům ještě snížilo!  Hnutí SPD navrhuje jasný systém zvyšování minimální mzdy – navrhujeme fixně vázat růst minimální mzdy na růst průměrné mzdy s automatickou valorizací. Takový systém by byl předvídatelný pro zaměstnavatele a umožnil by plánování mzdových nákladů. Zároveň by zaručil lidem s nízkými příjmy, že se, bez ohledu na rozhodnutí politiků, nebudou více prohlubovat sociální rozdíly. 

Argument Trikolóry, že minimální mzda zvyšuje nezaměstnanost a určitým typům lidí brání sehnat si práci, je podle nás lichý. To by platilo v případě, že by minimální mzda byla extrémně vysoká. To ale není český případ. Ať si schválně někdo zkusí žít za 15 tisíc korun hrubého měsíčně! SPD prosazuje společnost, která je spravedlivá, sociální a solidární – a to jak k zaměstnancům, tak i k podnikatelům. 

Zrušení minimální mzdy je také nesystémový krok. Od minimální mzdy se odvíjí výše pojistného na zdravotní pojištění osob bez zdanitelných příjmů a výše minimální platby pojistného za zaměstnance či výše minimální nemocenské. 

Česká republika je bohužel v pozici ekonomické kolonie EU, Západu a Německa. Svědčí o tom nejenom obrovský vývoz kapitálu z naší země, to, že zde je rezervoár levné pracovní síly pro západní nadnárodní korporace a naši lidé nedostávají mzdu, ale almužnu, to, že máme horší kvalitu potravin od stejných dodavatelů než lidé na Západě, likvidace našeho zemědělství, ale i to, že podobně jako z kolonií se od nás vyváží nezpracované suroviny bez přidané hodnoty. 
 
Hnutí SPD chce podporovat český kapitál, tedy české podniky vlastněné českými občany. Je rovněž potřeba si došlápnout na nadnárodní korporace, které zde platí minimum daní a svůj zisk vyvádí do svých centrál v zahraničí. 

Pokud nechcete, abychom byli kolonií Západu, který nás vykořisťuje, a pokud chcete, aby naše země byla opět naše, podporujte prosím hnutí SPD. 

https://tn.nova.cz/clanek/v-cesku-se-zvysuje-prumerna-mzda-na-zapad-ale-stale-nestaci.html

https://tn.nova.cz/clanek/minimalni-mzda-v-cr-patri-k-nejnizsim-z-evropske-unie-takto-si-stojime.html",NA,NA,NA,2021-05-21,2021-05-23,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,520557962282586,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=520557962282586&access_token={access_token},NA,0.009117,0.010256,0.0151,0.040456,0.088034,0.09886,NA,0.160684,0.099715,0.094017,0.127066,0.127635,0.126496,NA,2.85e-4,NA,2.85e-4,2.85e-4,8.55e-4,8.55e-4,NA,0.095184,0.048719,0.032104,0.045621,0.144185,0.068431,0.045339,0.053224,0.10138,0.052661,0.117432,NA,0.099409,0.034357,0.061954
2021-05-20,"Vystoupil jsem v Aréně v TV Barrandov o pomoci slušným lidem, podpoře bydlení, inflaci a zdražování potravin, skandální situaci kolem ministra zdravotnictví, rezignaci nejvyššího státního zástupce a dalších aktuálních tématech. Jak se vám pořad líbil? A co si o tom myslíte vy? Napište mi do komentářů. Přeji hezký den",NA,NA,Tomio Okamura hostem pořadu Aréna Jaromíra Soukupa,2021-05-21,2021-05-22,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,190544676257724,10000,14999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=190544676257724&access_token={access_token},NA,0.001897,0.004786,0.018333,0.050212,0.112797,0.112978,NA,0.02628,0.07884,0.143412,0.171137,0.153707,0.123183,NA,9e-5,2.71e-4,7.22e-4,3.61e-4,5.42e-4,4.52e-4,NA,0.085954,0.052867,0.042476,0.048218,0.139914,0.057789,0.050588,0.053687,0.097165,0.057971,0.105642,NA,0.112843,0.041017,0.053869
2021-05-20,"Vystoupil jsem v pořadu Interview ČT24 o nejaktuálnějších tématech dnešních dnů - vládní opatření, rozvolňování, nedůvěra vládě, kauzy ministra zdravotnictví, očkování, kauza Vrbětice a vztahy s Ruskem atd. Moderovala Světlana Witowská. Jak se vám pořad líbil, souhlasíte se mnou? Napište mi do komentářů. Přeji hezký den",NA,NA,Tomio Okamura hostem pořadu Interview ČT24,2021-05-20,2021-05-24,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,3000,3499,740013396669607,40000,44999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=740013396669607&access_token={access_token},NA,0.004912,0.010939,0.030076,0.05762,0.086671,0.0864,NA,0.06883,0.144743,0.160685,0.139077,0.108791,0.09544,NA,1.51e-4,9.94e-4,0.002019,8.14e-4,6.63e-4,0.001175,NA,0.082378,0.049831,0.030798,0.040963,0.137699,0.063918,0.048232,0.051279,0.125633,0.053813,0.127413,NA,0.085485,0.041868,0.06069
2021-05-20,"Cílem globalistů a Pirátů je konec evropských národů i našeho národa. Nástrojem je i masová imigrace, kterou podporují. Odmítáme hloupou výzvu europoslance za Piráty Mikuláše Peksy, který prostřednictvím sociálních sítí vyzval občany, aby při sčítání lidu do kolonky národnost uváděli – EVROPSKÁ! To je zcela zcestný názor prosazovaný novodobými neomarxisty a globalisty. 

Je vidět, že cílem globalistů a Pirátů je konec evropských národů i našeho národa, čehož nástrojem je i masová imigrace. Předseda Pirátů Ivan Bartoš se zúčastnil demonstrace „Uprchlíci vítejte“. Adéla Šípová, která je nyní senátorkou Pirátů, zase uvedla, že je pro pro kvóty na imigranty a že se na imigranty těší.

https://www.parlamentnilisty.cz/zpravy/kauzy/Boj-o-Senat-Tesim-se-na-migranty-psala-Piratka-Uz-to-neplati-rika-ted-Minulost-a-vyhruzky-639769",NA,NA,NA,2021-05-21,2021-05-22,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,574642743927431,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=574642743927431&access_token={access_token},0.010178,0.006503,0.007916,0.013854,0.026293,0.061634,0.074922,0.064461,0.187164,0.112242,0.089624,0.130336,0.107436,0.104326,5.65e-4,5.65e-4,NA,5.65e-4,2.83e-4,5.65e-4,5.65e-4,NA,0.104966,0.056998,0.031885,0.049944,0.123025,0.062077,0.052483,0.06377,0.102991,0.051072,0.101862,NA,0.10553,0.042325,0.051072
2021-05-20,"Člen Rady Českého rozhlasu Josef Nerušil ve svém článku pro Českou pozici jednak upozornil na to, že Rada Českého rozhlasu ve svém usnesení konstatuje nespokojenost s tím, jak je dbáno zásad objektivity, nestrannosti a vyváženosti ve vysílání stanice Český rozhlas Plus. Jednak upozornil na objektivní data, jak nehorázně málo je na této stanici dáván prostor hnutí SPD.

V Usnesení 31/21 Rady Českého rozhlasu se praví: „Rada Českého rozhlasu na základě dodaných nezávislých analýz, interních analýz Českého rozhlasu a na základě přetrvávajícího počtu stížností posluchačů zaslaných k rukám Rady a ombudsmana Českého rozhlasu konstatuje nespokojenost s tím, jak je dbáno zásad objektivity, nestrannosti a vyváženosti ve vysílání stanice Český rozhlas Plus. Na základě příslušných ustanovení zákona o Českém rozhlasu a Kodexu Českého rozhlasu vyzývá vedení Českého rozhlasu k nápravě nedostatečné názorové plurality a k zajištění větší vyváženosti zastoupení představitelů společensky relevantních názorových proudů a skupin“.

Z grafu v článku vyplývá, že například ODS s výsledkem 11,32 procenta ve volbách, se v tomto vysílání vyskytla 368x, zatímco hnutí SPD s výsledkem 10,64 procenta ve volbách, se vyskytlo pouze 32x! KDU-ČSL s výsledkem 5,8 procenta se vyskytla ve vysílání 145x a ČSSD se 7,21 procenty hlasů byla ve vysílání 501x!

Připomínám, že redaktoři veřejnoprávních médií jsou povinni zajistit „poskytování objektivních, ověřených, ve svém celku vyvážených a všestranných informací pro svobodné vytváření názorů“, aby „bylo dbáno zásad objektivity a vyváženosti a rozmanitosti názorů“.

Zákon říká: „Provozovatel vysílání je povinen zajistit, aby ve zpravodajských a politicko-publicistických pořadech bylo dbáno zásad objektivity a vyváženosti a zejména nebyla v celku vysílaného programu jednostranně zvýhodňována žádná politická strana nebo hnutí, popřípadě jejich názory nebo názory jednotlivých skupin veřejnosti, a to s přihlédnutím k jejich reálnému postavení v politickém a společenském životě“ (§31, odst. 3, zákona 231/2001 Sb.).

Je zajímavé, že i sluníčkářské Britské listy si všimly, že hnutí SPD dostává v Českém rozhlase daleko méně prostoru než ostatní politické strany. I když BL tedy vyzývají, abychom neměli prostor vůbec žádný, což se už skoro děje. Například v roce 2019 mělo ANO v éteru 3618 minut, ČSSD 2227, SNK 1493, ODS 1251, KDU 581, STAN 604, Piráti 587, TOP 09 541, KSČM 395, SLK 96, Zelení 90. Zatímco hnutí SPD jen 67 minut! Strany, které ani nejsou v parlamentu, dostávají mnohem více prostoru než SPD!
 
Fabiano Golgo spočítal, že „v roce 2018 měla ANO více než 20 000 minut vysílacího času  na všech stanicích, které patří ČRo dohromady. Následovala ČSSD s asi 12 500 minutami, SNK s asi  9000 minutami, ODS měla 7000, KDU něco málo přes 5000 STAN 4000, KSČM 3000, TOP 09 také 4000, Piráti 2500, SLK 1500, Zelení 1300, SPD 1000.

Chceme transformaci České televize a Českého rozhlasu na státní příspěvkovou organizaci pod kontrolou Nejvyššího kontrolního úřadu. Ostatní strany náš návrh ale blokují. Podpořte nás prosím v říjnových volbách do Sněmovny, aby byl hlas SPD silnější a abychom měli větší sílu prosazovat náš program.
 
https://ceskapozice.lidovky.cz/tema/media-verejne-sluzby-patri-volicum-vsech-politickych-stran-a-hnuti.A210508_010310_pozice-tema_lube",NA,NA,NA,2021-05-20,2021-05-22,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,916272665884428,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=916272665884428&access_token={access_token},NA,0.00265,0.004711,0.015607,0.034158,0.075383,0.088339,NA,0.09629,0.098351,0.122203,0.183746,0.144287,0.131331,NA,5.89e-4,2.94e-4,5.89e-4,2.94e-4,5.89e-4,5.89e-4,NA,0.100206,0.055408,0.036546,0.049808,0.1229,0.068376,0.041851,0.058945,0.105217,0.051282,0.103154,NA,0.113469,0.039788,0.05305
2021-05-20,"To je vážně neuvěřitelné. Babišova vláda vyhodila do vzduchu 90 milionů korun za polní nemocnici v Letňanech, kde nebyl ani jeden pacient, a teď se navíc nemá ni k tomu, aby zaplatila náklady Nemocnici na Bulovce, kterou zřízením polní nemocnice pověřila. Ani v Kocourkově snad nebyl takový chaos! Vláda dnes a denně prokazuje svou naprostou neschopnost. To je vláda neodborníků!

Za celou dobu provozu Bulovka z pověření resortu zdravotnictví zaplatila téměř 90 milionů korun, z toho 74 milionů připadlo na pronájem prostor od firmy ABF miliardáře Pavla Sehnala, který v areálu provozuje již roky veletrhy a vlastní výstavní haly, v nichž nemocnice vznikla. Dalších 14 milionů bylo vydáno za energie, vybavení, nákupy materiálu a vybavení a další související věci. Informovaly o tom Novinky.cz.

Připomíná mi to jeden díl z Jistě, pane premiére, kdy je v něm provozována nemocnice, v níž nejsou pacienti…

Volejte doktora Chocholouška.",NA,NA,NA,2021-05-20,2021-05-22,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,474268880520582,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=474268880520582&access_token={access_token},NA,0.009637,0.010326,0.022258,0.044286,0.078017,0.066085,NA,0.197568,0.148463,0.119321,0.143414,0.08995,0.069068,NA,6.88e-4,4.59e-4,2.29e-4,NA,2.29e-4,NA,NA,0.108725,0.059616,0.037003,0.048424,0.131339,0.055733,0.051622,0.064641,0.088168,0.05048,0.106213,NA,0.107583,0.040201,0.050251
2021-05-20,Vystoupil jsem v TV CNN Prima a tématem byla skandální situace kolem ministra zdravotnictví Arenbergera z hnutí ANO. Co si o tom myslíte vy? Souhlasíte se mnou? Napište mi do komentářů. Přeji hezký den,NA,NA,Tomio Okamura v TV CNN Prima o skandální situaci ministra zdravotnictví Arenbergera (19.5.2021),2021-05-20,2021-05-22,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,530371547966236,15000,19999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=530371547966236&access_token={access_token},9.55e-4,0.001983,0.005803,0.020787,0.050389,0.090789,0.070589,0.011165,0.022918,0.100044,0.21118,0.195607,0.130013,0.085647,NA,NA,2.94e-4,7.35e-4,5.14e-4,2.2e-4,3.67e-4,NA,0.089257,0.051306,0.041235,0.049847,0.135528,0.059188,0.046271,0.055904,0.092614,0.052547,0.116844,NA,0.110933,0.041746,0.05678
2021-05-20,"Milujeme Evropu, proto se musíme zbavit Evropské unie. EU má alternativu!
 >>>Pro ODS, TOP09 a KDU ČSL nemá naše členství v EU alternativu. Přitom neví, zda EU efektivně brání své hranice.
>>>Parta mladíků ze severní Moravy má větší politickou fantazii, než staří sněmovní harcovníci. Svou budoucnost bez Evropské Unie si představit umí.
>>>Euroskeptici z Moravy nesouhlasí s tím, že se vrací cenzura, že některé názory jsou vytlačovány, a že se pod tlakem Unie boří národní identita. Spolupracují napříč Evropou se stejně naladěnými Brity, Italy, Iry, Španěly, a pozor, i Francouzi.
>>>Do migrační krize nás zavlekli ODS, TOP 09 a KDU ČSL přijetím Lisabonské smlouvy. Teď kličkují...",NA,NA,"Milujeme Evropu, proto se musíme zbavit Evropské unie. EU má alternativu!",2021-05-20,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,500,599,250496000157411,8000,8999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=250496000157411&access_token={access_token},0.002222,0.001944,0.006389,0.010278,0.031111,0.068333,0.108056,0.024583,0.050417,0.093889,0.100139,0.1425,0.162639,0.191389,1.39e-4,NA,5.56e-4,0.001389,9.72e-4,0.001528,0.001528,NA,0.079738,0.058308,0.032007,0.048984,0.135959,0.05803,0.05302,0.04968,0.123713,0.052046,0.109797,NA,0.097829,0.042861,0.05803
2021-05-19,"Kde se v Praze cítíte dobře a která místa naopak potřebují zlepšit? 🙂
Svůj pohled na Prahu a na čtvrť, ve které žijete, můžete nyní zanést do pocitové mapy na https://www.pocitovemapy.cz/praha/. 👍

Zabere to jen pár minut a vlastně je to velice zajímavé. Vyplnění pocitové mapy je totiž příležitostí k zamyšlení nad otázkami, kterými se člověk běžně hlouběji nezabývá. Například kde trávím svůj volný čas a kde se naopak necítím bezpečně? Na která místa rád chodím a která místa oproti tomu potřebují dát do pořádku? Podobné další otázky vám pomohou více si uvědomit váš vztah k prostředí, které je vám blízké. 

Vaše pocity zanesené do pocitové mapy jsou pak užitečnými podněty pro rozvoj města. Dají se využít třeba k vytipování míst, která si zaslouží zvelebit. Můžeme se také zaměřit na řešení problematických míst v dopravě. Nebo nasměrovat městské strážníky, aby zaměřili svou pozornost tam, kde mají lidé obavy o svou bezpečnost. 

Pocitová mapa tak poslouží všem, nejvíc ale v důsledku právě vám, Pražanům. Takže moc doporučuji. A děkuji kolegovi Adam Zábranský - pražský radní, že zařazení Prahy do pocitové mapy zařídil. 

Jinak na fotce je mé oblíbené místo v Městská část Praha 11, kde žiji s rodinou. Krásný květinový záhon spolu s hmyzím hotelem před místní radnicí. Je to drobnost, ale právě takové drobnosti napomáhají dobrému pocitu z našeho města. ☺️",NA,NA,NA,2021-05-19,2021-05-21,CZK,Česká pirátská strana - Praha,302134090396266,Zdeněk Hřib - primátor Prahy,600,699,474274903852182,4000,4999,50001,100000,https://www.facebook.com/ads/archive/render_ad/?id=474274903852182&access_token={access_token},0.005025,0.078286,0.286961,0.243322,0.136207,0.10685,0.143348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-19,"Pirátská senátorka Šípová fakticky pošlapala památku vlastenců, kteří položili život za svobodu našeho národa. To je opravdu nestoudnost! Senátorky Pirátů Adéla Šípová na Twitteru poznamenala, že se na památnících na Klárově dobře jezdí na skatu…

Vše začalo twitterovým příspěvkem jednoho ze zakladatelů petice za přijetí eura Davida Antoše, který zveřejnil fotky pomníků na Klárově – druhého odboje a československých letců bojujících za druhého světové války v Anglii. Ten první znázorňuje vlajku, ten druhý okřídleného lva.

„Jak v Praze postaví pomník je jasný, svévolně ho někam pohodit. Ale jak ty ze všech nejošklivější zase odstranit? Mohl by na to být nějaký úřad?“ napsal.

Na příspěvek reagovala kladenská senátorka Pirátů Adéla Šípová, která pod něj napsala: „Ten na Klárově bych nechala, dobře se na něm jezdí na skatu.“

Ať už si o uměleckém ztvárnění těchto pomníků myslíme cokoli, tak pirátská senátorka Šípová pošlapala památku vlastenců, kteří položili život za svobodu našeho národa.To je opravdu hnus! Ale u ní se tomu nedivím. Senátorka Pirátů  Adéla Šípová před časem napsala, že souhlasí s kvótami a na migranty se těší…  

CNN Prima News připomněla výrok Ivana Bartoše. „S muslimskou Evropou nemám problém,“ napsal dnešní šéf Pirátů Ivan Bartoš. Dnes se bude určitě vymlouvat, že si to už nemyslí, protože mu to sebere hlasy, ale spousta faktů podle mého ukazuje na to, že Piráti via facti podporují masovou imigraci a islamizaci Evropy. „Přál bych si, aby byl svět skutečně bez hranic. Migrace je přirozená věc. Jestli, a to již vidíme ve Francii i Německu, má být Evropa do deseti až patnácti let muslimská, nemám s tím problém,“ odpověděl Bartoš na pirátském fóru na dotaz k „imigraci barevných přistěhovalců“.
 
Že se nejedná o žádný úlet, ale o dlouhodobé Bartošovy postoje, podle mě svědčí to, že se Ivan Bartoš účastnil například demonstrace „Uprchlíci vítejte“. Podporuje velmi nebezpečnou extrémistickou a násilnickou Antifu, která též podporuje nelegální imigraci. Ve světě je Antifa označována jako teroristická organizace. Piráty řízená Praha podpořila částkou 120 tisíc korun festival s názvem ""Tvůrčí Afrika, anebo všichni jsme Afričani"". 

Připomínám též výzvu europoslance za Piráty Mikuláše Peksy, který prostřednictvím sociálních sítí vyzval občany, aby při sčítání lidu do kolonky národnost uváděli – EVROPSKÁ! Je vidět, že cílem globalistů a Pirátů je konec evropských národů i našeho českého národa, čehož nástrojem je i masová imigrace a pošlapání národní identity a suverenity.",NA,NA,NA,2021-05-19,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,531863667823237,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=531863667823237&access_token={access_token},0.00593,0.010131,0.00593,0.009637,0.026686,0.041265,0.050902,0.071905,0.232765,0.136644,0.089449,0.133185,0.099086,0.084507,4.94e-4,4.94e-4,NA,2.47e-4,NA,4.94e-4,2.47e-4,NA,0.100124,0.052174,0.035528,0.040994,0.118758,0.062112,0.052919,0.063602,0.102112,0.058634,0.119503,NA,0.09764,0.043478,0.052422
